plot,farm,region,island,commune,surface_ha,code_cult_2016,code_cult_2017,groupe_brut,groupe_resolu,culture_representante,cultive
P22029,E4013,4,1,97118,1.22,11,11,MA,MA,MA_ROTA,True
P22030,E4013,4,1,97118,1.54,6,6,CS,CS,CS_NGT_NISM,True
P22031,E4014,1,2,97116,2.68,17,17,PN,PN,PN_PIQ,True
P22032,E4014,1,2,97116,1.99,17,17,PN,PN,PN_PIQ,True
P22033,E4014,1,2,97116,2.06,16,16,PN,PN,PN_PIQ,True
P22034,E4015,2,2,97117,0.73,16,16,PN,PN,PN_PIQ,True
P22035,E4016,2,2,97125,1.18,10,10,JA,NC,,False
P22036,E4016,2,2,97125,0.52,10,10,JA,NC,,False
P22037,E4016,2,2,97125,0.71,10,10,JA,NC,,False
P22038,E4016,2,2,97125,2.59,10,10,JA,NC,,False
P22039,E4017,2,2,97117,1.5,11,11,MA,MA,MA_ROTA,True
P22040,E4018,2,2,97128,0.19,17,17,PN,PN,PN_PIQ,True
P22041,E4019,2,2,97128,0.68,17,17,PN,PN,PN_PIQ,True
P22042,E4020,6,1,97104,1.49,1,1,AG,AG,AG,True
P22043,E4020,6,1,97104,1.85,1,1,AG,AG,AG,True
P22044,E4021,1,2,97101,0.02,11,11,MA,MA,MA_ROTA,True
P22045,E4022,2,2,97125,0.9,6,6,CS,CS,CS_NGT_NISM,True
P22046,E4022,2,2,97125,2.23,16,16,PN,PN,PN_PIQ,True
P22047,E4023,4,1,97115,2.05,6,6,CS,CS,CS_NGT_NISM,True
P22048,E4023,4,1,97115,3.31,6,6,CS,CS,CS_NGT_NISM,True
P22049,E4024,7,3,97112,0.24,6,6,CS,CS,CS_NGT_NISM,True
P22050,E4024,7,3,97112,0.19,16,16,PN,PN,PN_PIQ,True
P22051,E4024,7,3,97112,0.21,11,11,MA,MA,MA_ROTA,True
P22052,E4024,7,3,97112,0.32,14,6,CS,CS,CS_NGT_NISM,True
P22053,E4024,7,3,97112,0.3,14,6,CS,CS,CS_NGT_NISM,True
P22054,E4024,7,3,97112,0.21,6,6,CS,CS,CS_NGT_NISM,True
P22055,E4024,7,3,97112,0.31,6,6,CS,CS,CS_NGT_NISM,True
P22056,E4025,2,2,97128,0.36,6,6,CS,CS,CS_NGT_NISM,True
P22057,E4025,2,2,97128,0.11,6,6,CS,CS,CS_NGT_NISM,True
P22058,E4025,2,2,97128,0.4,17,17,PN,PN,PN_PIQ,True
P22059,E4025,2,2,97128,0.1,6,17,PN,PN,PN_PIQ,True
P22060,E4025,2,2,97128,0.23,6,6,CS,CS,CS_NGT_NISM,True
P22061,E4025,2,2,97128,0.28,6,6,CS,CS,CS_NGT_NISM,True
P22062,E4026,3,2,97119,3.98,16,16,PN,PN,PN_PIQ,True
P22063,E4026,3,2,97119,4.95,17,17,PN,PN,PN_PIQ,True
P22064,E4027,3,2,97119,0.29,17,17,PN,PN,PN_PIQ,True
P22065,E4027,3,2,97119,1.46,17,17,PN,PN,PN_PIQ,True
P22066,E4028,2,2,97117,1.39,17,17,PN,PN,PN_PIQ,True
P22067,E4028,3,2,97119,0.2,17,17,PN,PN,PN_PIQ,True
P22068,E4029,2,2,97125,2.39,17,17,PN,PN,PN_PIQ,True
P22069,E4029,2,2,97125,3.12,17,17,PN,PN,PN_PIQ,True
P22070,E4030,7,3,97108,0.42,0,6,CS,CS,CS_NGT_NISM,True
P22071,E4030,7,3,97108,0.57,6,6,CS,CS,CS_NGT_NISM,True
P22072,E4030,7,3,97108,0.15,6,6,CS,CS,CS_NGT_NISM,True
P22073,E4030,7,3,97108,0.38,6,6,CS,CS,CS_NGT_NISM,True
P22074,E4030,7,3,97108,0.27,6,6,CS,CS,CS_NGT_NISM,True
P22075,E4030,7,3,97108,0.68,6,6,CS,CS,CS_NGT_NISM,True
P22076,E4030,7,3,97108,0.93,16,16,PN,PN,PN_PIQ,True
P22077,E4030,7,3,97108,0.47,11,11,MA,MA,MA_ROTA,True
P22078,E4030,7,3,97108,0.99,16,16,PN,PN,PN_PIQ,True
P22079,E4030,7,3,97108,1.14,0,6,CS,CS,CS_NGT_NISM,True
P22080,E4031,4,1,97103,1.47,17,17,PN,PN,PN_PIQ,True
P22081,E4032,7,3,97112,0.86,6,6,CS,CS,CS_NGT_NISM,True
P22082,E4032,7,3,97112,0.62,17,17,PN,PN,PN_PIQ,True
P22083,E4033,7,3,97108,0.23,6,6,CS,CS,CS_NGT_NISM,True
P22084,E4033,7,3,97108,0.28,16,16,PN,PN,PN_PIQ,True
P22085,E4033,7,3,97108,0.6,6,6,CS,CS,CS_NGT_NISM,True
P22086,E4033,7,3,97126,0.17,6,6,CS,CS,CS_NGT_NISM,True
P22087,E4034,7,3,97112,1.11,6,6,CS,CS,CS_NGT_NISM,True
P22088,E4034,7,3,97112,0.59,6,6,CS,CS,CS_NGT_NISM,True
P22089,E4034,7,3,97112,1.09,16,16,PN,PN,PN_PIQ,True
P22090,E4034,7,3,97112,0.08,6,6,CS,CS,CS_NGT_NISM,True
P22091,E4034,7,3,97112,0.43,6,6,CS,CS,CS_NGT_NISM,True
P22092,E4035,6,1,97111,1.21,19,19,VE,VE,VE_BTGT,True
P22093,E4035,6,1,97111,0.75,11,11,MA,MA,MA_ROTA,True
P22094,E4035,6,1,97111,5.17,11,11,MA,MA,MA_ROTA,True
P22095,E4036,2,2,97125,0.82,11,11,MA,MA,MA_ROTA,True
P22096,E4037,4,1,97118,0.45,11,11,MA,MA,MA_ROTA,True
P22097,E4038,7,3,97112,1.26,16,16,PN,PN,PN_PIQ,True
P22098,E4039,7,3,97126,0.82,6,20,VE,VE,VE_BTGT,True
P22099,E4039,7,3,97126,0.69,16,16,PN,PN,PN_PIQ,True
P22100,E4039,7,3,97126,0.22,6,6,CS,CS,CS_NGT_NISM,True
P22101,E4039,7,3,97126,0.34,6,6,CS,CS,CS_NGT_NISM,True
P22102,E4039,7,3,97126,2.43,6,6,CS,CS,CS_NGT_NISM,True
P22103,E4039,7,3,97126,0.37,16,16,PN,PN,PN_PIQ,True
P22104,E4040,5,1,97107,0.46,4,4,BA,BA,BA_INT,True
P22105,E4040,5,1,97107,0.09,4,4,BA,BA,BA_INT,True
P22106,E4040,5,1,97107,0.41,4,10,JA,JA,JA,True
P22107,E4040,5,1,97107,0.34,4,4,BA,BA,BA_INT,True
P22108,E4040,5,1,97107,0.48,10,4,BA,BA,BA_INT,True
P22109,E4040,5,1,97107,0.2,4,4,BA,BA,BA_INT,True
P22110,E4040,5,1,97107,0.86,14,14,NC,NC,,False
P22111,E4040,5,1,97107,0.8,14,14,NC,NC,,False
P22112,E4040,5,1,97107,1.32,0,4,BA,BA,BA_INT,True
P22113,E4041,2,2,97117,0.4,17,17,PN,PN,PN_PIQ,True
P22114,E4041,2,2,97117,0.42,17,17,PN,PN,PN_PIQ,True
P22115,E4041,2,2,97117,0.54,17,17,PN,PN,PN_PIQ,True
P22116,E4042,4,1,97103,1.2,16,16,PN,PN,PN_PIQ,True
P22117,E4042,4,1,97103,0.93,16,16,PN,PN,PN_PIQ,True
P22118,E4042,4,1,97103,0.61,11,11,MA,MA,MA_ROTA,True
P22119,E4042,4,1,97103,0.28,16,16,PN,PN,PN_PIQ,True
P22120,E4042,4,1,97103,0.32,16,16,PN,PN,PN_PIQ,True
P22121,E4042,4,1,97103,0.26,11,11,MA,MA,MA_ROTA,True
P22122,E4042,4,1,97103,0.08,11,11,MA,MA,MA_ROTA,True
P22123,E4042,4,1,97103,2.41,17,17,PN,PN,PN_PIQ,True
P22124,E4043,3,2,97119,2.21,6,6,CS,CS,CS_NGT_NISM,True
P22125,E4043,3,2,97119,2.01,17,14,NC,NC,,False
P22126,E4044,2,2,97125,0.53,17,17,PN,PN,PN_PIQ,True
P22127,E4045,3,2,97119,0.99,16,16,PN,PN,PN_PIQ,True
P22128,E4045,2,2,97117,0.93,16,16,PN,PN,PN_PIQ,True
P22129,E4045,2,2,97117,0.62,16,16,PN,PN,PN_PIQ,True
P22130,E4045,2,2,97117,0.04,17,17,PN,PN,PN_PIQ,True
P22131,E4046,7,3,97112,0.5,16,16,PN,PN,PN_PIQ,True
P22132,E4047,2,2,97125,0.95,17,17,PN,PN,PN_PIQ,True
P22133,E4047,2,2,97125,0.33,17,17,PN,PN,PN_PIQ,True
P22134,E4048,5,1,97114,15.97,14,14,NC,NC,,False
P22135,E4048,5,1,97114,4.71,17,17,PN,PN,PN_PIQ,True
P22136,E4049,1,2,97116,0.9,17,14,NC,NC,,False
P22137,E4049,1,2,97116,3.42,17,14,NC,NC,,False
P22138,E4049,1,2,97116,0.96,17,14,NC,NC,,False
P22139,E4049,1,2,97116,1.0,17,14,NC,NC,,False
P22140,E4049,1,2,97116,0.95,6,6,CS,CS,CS_NGT_NISM,True
P22141,E4049,1,2,97116,1.93,6,6,CS,CS,CS_NGT_NISM,True
P22142,E4050,4,1,97118,2.03,18,16,PN,PN,PN_PIQ,True
P22143,E4050,4,1,97118,0.77,16,16,PN,PN,PN_PIQ,True
P22144,E4050,4,1,97118,0.01,16,16,PN,PN,PN_PIQ,True
P22145,E4051,3,2,97102,0.26,17,17,PN,PN,PN_PIQ,True
P22146,E4052,4,1,97115,2.15,6,6,CS,CS,CS_NGT_NISM,True
P22147,E4053,1,2,97116,1.85,17,6,CS,CS,CS_NGT_NISM,True
P22148,E4054,6,1,97124,0.55,10,10,JA,NC,,False
P22149,E4054,6,1,97124,2.27,11,11,MA,MA,MA_ROTA,True
P22150,E4054,6,1,97124,0.52,1,1,AG,AG,AG,True
P22151,E4054,6,1,97124,0.09,14,10,JA,NC,,False
P22152,E4054,5,1,97132,2.03,8,8,MA,MA,MA_ROTA,True
P22153,E4054,5,1,97132,1.5,8,8,MA,MA,MA_ROTA,True
P22154,E4054,5,1,97132,0.33,14,10,JA,NC,,False
P22155,E4054,2,2,97117,0.51,14,10,JA,NC,,False
P22156,E4054,6,1,97124,1.27,1,1,AG,AG,AG,True
P22157,E4055,4,1,97129,1.87,6,6,CS,CS,CS_NGT_NISM,True
P22158,E4055,4,1,97129,1.02,6,6,CS,CS,CS_NGT_NISM,True
P22159,E4055,4,1,97129,2.38,14,6,CS,CS,CS_NGT_NISM,True
P22160,E4055,4,1,97129,3.07,6,6,CS,CS,CS_NGT_NISM,True
P22161,E4055,4,1,97129,1.04,6,17,PN,PN,PN_PIQ,True
P22162,E4055,4,1,97129,3.26,11,6,CS,CS,CS_NGT_NISM,True
P22163,E4055,4,1,97129,0.15,6,17,PN,PN,PN_PIQ,True
P22164,E4055,4,1,97129,0.13,6,12,MA,MA,MA_ROTA,True
P22165,E4055,4,1,97129,0.37,0,16,PN,PN,PN_PIQ,True
P22166,E4055,4,1,97129,0.77,6,6,CS,CS,CS_NGT_NISM,True
P22167,E4055,4,1,97129,1.46,6,17,PN,PN,PN_PIQ,True
P22168,E4055,4,1,97129,0.76,16,16,PN,PN,PN_PIQ,True
P22169,E4055,4,1,97129,0.92,10,17,PN,PN,PN_PIQ,True
P22170,E4055,4,1,97129,0.38,6,6,CS,CS,CS_NGT_NISM,True
P22171,E4055,4,1,97129,1.63,1,17,PN,PN,PN_PIQ,True
P22172,E4055,4,1,97129,0.57,6,11,MA,MA,MA_ROTA,True
P22173,E4056,2,2,97117,0.91,11,11,MA,MA,MA_ROTA,True
P22174,E4056,2,2,97117,0.9,16,16,PN,PN,PN_PIQ,True
P22175,E4056,2,2,97117,1.85,6,6,CS,CS,CS_NGT_NISM,True
P22176,E4057,5,1,97107,0.57,4,4,BA,BA,BA_INT,True
P22177,E4057,5,1,97107,0.7,4,4,BA,BA,BA_INT,True
P22178,E4057,5,1,97107,0.98,4,4,BA,BA,BA_INT,True
P22179,E4057,5,1,97107,0.6,4,4,BA,BA,BA_INT,True
P22180,E4057,5,1,97107,1.36,4,4,BA,BA,BA_INT,True
P22181,E4057,5,1,97107,0.96,4,4,BA,BA,BA_INT,True
P22182,E4057,5,1,97107,0.37,10,10,JA,NC,,False
P22183,E4057,5,1,97107,0.68,4,10,JA,JA,JA,True
P22184,E4057,5,1,97107,1.3,4,10,JA,JA,JA,True
P22185,E4057,5,1,97107,1.7,4,10,JA,JA,JA,True
P22186,E4057,5,1,97107,1.29,4,10,JA,JA,JA,True
P22187,E4057,5,1,97107,1.32,4,4,BA,BA,BA_INT,True
P22188,E4057,5,1,97107,1.65,10,4,BA,BA,BA_INT,True
P22189,E4057,5,1,97107,0.95,10,4,BA,BA,BA_INT,True
P22190,E4057,5,1,97107,0.85,4,10,JA,JA,JA,True
P22191,E4057,5,1,97107,1.79,4,4,BA,BA,BA_INT,True
P22192,E4057,5,1,97107,1.74,4,4,BA,BA,BA_INT,True
P22193,E4058,4,1,97115,1.01,6,6,CS,CS,CS_NGT_NISM,True
P22194,E4058,4,1,97115,0.68,6,6,CS,CS,CS_NGT_NISM,True
P22195,E4058,4,1,97115,0.23,17,17,PN,PN,PN_PIQ,True
P22196,E4058,4,1,97115,0.37,17,17,PN,PN,PN_PIQ,True
P22197,E4058,4,1,97115,0.99,6,6,CS,CS,CS_NGT_NISM,True
P22198,E4059,7,3,97112,0.69,0,11,MA,MA,MA_ROTA,True
P22199,E4059,7,3,97112,0.6,0,11,MA,MA,MA_ROTA,True
P22200,E4059,7,3,97112,0.47,14,11,MA,MA,MA_ROTA,True
P22201,E4059,7,3,97112,1.0,18,14,NC,NC,,False
P22202,E4059,7,3,97108,1.39,18,11,MA,MA,MA_ROTA,True
P22203,E4060,4,1,97115,1.26,6,6,CS,CS,CS_NGT_NISM,True
P22204,E4060,4,1,97115,0.06,10,10,JA,NC,,False
P22205,E4061,4,1,97115,0.79,6,6,CS,CS,CS_NGT_NISM,True
P22206,E4061,4,1,97115,1.8,6,6,CS,CS,CS_NGT_NISM,True
P22207,E4061,4,1,97115,0.1,16,16,PN,PN,PN_PIQ,True
P22208,E4061,4,1,97115,0.15,16,16,PN,PN,PN_PIQ,True
P22209,E4061,4,1,97115,0.21,11,11,MA,MA,MA_ROTA,True
P22210,E4061,4,1,97115,0.33,11,11,MA,MA,MA_ROTA,True
P22211,E4061,4,1,97115,0.73,6,6,CS,CS,CS_NGT_NISM,True
P22212,E4061,4,1,97115,0.31,2,1,AG,AG,AG,True
P22213,E4062,2,2,97117,0.48,11,11,MA,MA,MA_ROTA,True
P22214,E4062,2,2,97125,0.55,11,11,MA,MA,MA_ROTA,True
P22215,E4062,2,2,97125,0.48,11,11,MA,MA,MA_ROTA,True
P22216,E4063,2,2,97125,0.47,18,18,IG,IG,IG_PLA,True
P22217,E4063,2,2,97125,0.37,10,10,JA,NC,,False
P22218,E4063,2,2,97125,0.41,11,11,MA,MA,MA_ROTA,True
P22219,E4063,2,2,97125,0.26,10,10,JA,NC,,False
P22220,E4064,1,2,97116,2.71,6,6,CS,CS,CS_NGT_NISM,True
P22221,E4064,1,2,97116,1.09,11,10,JA,JA,JA,True
P22222,E4064,1,2,97116,1.14,6,6,CS,CS,CS_NGT_NISM,True
P22223,E4064,1,2,97116,0.97,17,6,CS,CS,CS_NGT_NISM,True
P22224,E4064,1,2,97116,2.02,6,6,CS,CS,CS_NGT_NISM,True
P22225,E4065,3,2,97119,2.7,6,6,CS,CS,CS_NGT_NISM,True
P22226,E4065,3,2,97119,0.59,14,14,NC,NC,,False
P22227,E4066,1,2,97116,1.66,6,6,CS,CS,CS_NGT_NISM,True
P22228,E4067,3,2,97122,0.54,6,6,CS,CS,CS_NGT_NISM,True
P22229,E4068,3,2,97122,1.09,6,6,CS,CS,CS_NGT_NISM,True
P22230,E4069,3,2,97102,0.68,11,10,JA,JA,JA,True
P22231,E4069,3,2,97102,1.52,6,6,CS,CS,CS_NGT_NISM,True
P22232,E4069,3,2,97102,0.1,9,9,MA,MA,MA_ROTA,True
P22233,E4069,3,2,97102,0.49,11,10,JA,JA,JA,True
P22234,E4069,3,2,97102,0.96,6,6,CS,CS,CS_NGT_NISM,True
P22235,E4069,3,2,97102,0.16,11,10,JA,JA,JA,True
P22236,E4069,3,2,97102,1.67,18,18,IG,IG,IG_PLA,True
P22237,E4069,3,2,97102,0.08,10,17,PN,PN,PN_PIQ,True
P22238,E4069,3,2,97102,1.31,6,6,CS,CS,CS_NGT_NISM,True
P22239,E4069,3,2,97102,0.03,10,17,PN,PN,PN_PIQ,True
P22240,E4069,3,2,97102,0.32,10,17,PN,PN,PN_PIQ,True
P22241,E4069,3,2,97102,0.84,6,6,CS,CS,CS_NGT_NISM,True
P22242,E4070,3,2,97102,0.1,10,10,JA,NC,,False
P22243,E4070,3,2,97102,0.7,6,6,CS,CS,CS_NGT_NISM,True
P22244,E4070,3,2,97102,0.32,6,6,CS,CS,CS_NGT_NISM,True
P22245,E4070,3,2,97102,0.14,20,20,VE,VE,VE_BTGT,True
P22246,E4070,3,2,97102,0.68,20,20,VE,VE,VE_BTGT,True
P22247,E4070,3,2,97102,0.55,10,6,CS,CS,CS_NGT_NISM,True
P22248,E4070,3,2,97102,0.74,6,11,MA,MA,MA_ROTA,True
P22249,E4070,3,2,97102,0.41,10,18,IG,IG,IG_PLA,True
P22250,E4070,3,2,97102,0.39,6,6,CS,CS,CS_NGT_NISM,True
P22251,E4070,3,2,97102,1.2,6,6,CS,CS,CS_NGT_NISM,True
P22252,E4070,3,2,97102,0.11,6,6,CS,CS,CS_NGT_NISM,True
P22253,E4070,3,2,97102,0.43,6,6,CS,CS,CS_NGT_NISM,True
P22254,E4071,3,2,97102,0.43,6,6,CS,CS,CS_NGT_NISM,True
P22255,E4071,3,2,97102,0.5,6,6,CS,CS,CS_NGT_NISM,True
P22256,E4071,3,2,97102,0.86,6,6,CS,CS,CS_NGT_NISM,True
P22257,E4071,3,2,97102,0.11,17,16,PN,PN,PN_PIQ,True
P22258,E4071,3,2,97102,0.14,14,14,NC,NC,,False
P22259,E4071,3,2,97102,0.3,10,10,JA,NC,,False
P22260,E4071,3,2,97102,1.46,14,6,CS,CS,CS_NGT_NISM,True
P22261,E4071,3,2,97102,1.97,6,6,CS,CS,CS_NGT_NISM,True
P22262,E4071,3,2,97102,2.1,16,16,PN,PN,PN_PIQ,True
P22263,E4071,3,2,97102,1.79,14,14,NC,NC,,False
P22264,E4071,3,2,97102,0.15,18,10,JA,JA,JA,True
P22265,E4071,3,2,97102,1.55,14,14,NC,NC,,False
P22266,E4071,3,2,97102,0.59,11,10,JA,JA,JA,True
P22267,E4071,3,2,97102,0.25,16,16,PN,PN,PN_PIQ,True
P22268,E4072,1,2,97116,1.94,6,6,CS,CS,CS_NGT_NISM,True
P22269,E4072,1,2,97116,1.29,6,6,CS,CS,CS_NGT_NISM,True
P22270,E4072,1,2,97116,0.55,16,16,PN,PN,PN_PIQ,True
P22271,E4072,1,2,97116,0.54,6,6,CS,CS,CS_NGT_NISM,True
P22272,E4073,4,1,97118,0.8,3,2,AN,AN,AN_NU,True
P22273,E4073,4,1,97118,0.53,6,6,CS,CS,CS_NGT_NISM,True
P22274,E4073,4,1,97118,1.37,6,6,CS,CS,CS_NGT_NISM,True
P22275,E4073,4,1,97118,0.34,10,10,JA,NC,,False
P22276,E4073,4,1,97118,0.3,6,6,CS,CS,CS_NGT_NISM,True
P22277,E4073,4,1,97118,0.47,10,10,JA,NC,,False
P22278,E4073,4,1,97118,0.67,17,17,PN,PN,PN_PIQ,True
P22279,E4073,4,1,97118,0.18,6,6,CS,CS,CS_NGT_NISM,True
P22280,E4073,4,1,97118,1.07,6,6,CS,CS,CS_NGT_NISM,True
P22281,E4073,4,1,97118,0.22,6,6,CS,CS,CS_NGT_NISM,True
P22282,E4073,4,1,97118,1.0,18,18,IG,IG,IG_PLA,True
P22283,E4073,4,1,97118,0.19,18,18,IG,IG,IG_PLA,True
P22284,E4073,4,1,97118,1.73,17,17,PN,PN,PN_PIQ,True
P22285,E4073,4,1,97118,0.09,14,14,NC,NC,,False
P22286,E4073,4,1,97118,0.08,11,11,MA,MA,MA_ROTA,True
P22287,E4073,4,1,97118,0.98,17,17,PN,PN,PN_PIQ,True
P22288,E4073,4,1,97118,0.19,14,14,NC,NC,,False
P22289,E4073,4,1,97118,0.41,17,17,PN,PN,PN_PIQ,True
P22290,E4073,4,1,97118,0.79,17,17,PN,PN,PN_PIQ,True
P22291,E4074,4,1,97115,3.68,6,6,CS,CS,CS_NGT_NISM,True
P22292,E4074,4,1,97115,0.75,6,6,CS,CS,CS_NGT_NISM,True
P22293,E4074,4,1,97115,0.57,17,17,PN,PN,PN_PIQ,True
P22294,E4074,4,1,97115,2.99,6,6,CS,CS,CS_NGT_NISM,True
P22295,E4075,7,3,97126,2.09,16,16,PN,PN,PN_PIQ,True
P22296,E4075,7,3,97126,1.11,17,17,PN,PN,PN_PIQ,True
P22297,E4076,7,3,97112,1.13,6,6,CS,CS,CS_NGT_NISM,True
P22298,E4077,5,1,97114,0.27,10,10,JA,NC,,False
P22299,E4077,5,1,97114,0.72,6,6,CS,CS,CS_NGT_NISM,True
P22300,E4077,5,1,97114,0.58,6,6,CS,CS,CS_NGT_NISM,True
P22301,E4078,3,2,97119,3.77,6,6,CS,CS,CS_NGT_NISM,True
P22302,E4078,3,2,97119,0.12,20,20,VE,VE,VE_BTGT,True
P22303,E4079,3,2,97102,0.25,10,10,JA,NC,,False
P22304,E4079,3,2,97102,0.86,10,10,JA,NC,,False
P22305,E4079,3,2,97102,0.12,6,6,CS,CS,CS_NGT_NISM,True
P22306,E4079,3,2,97102,0.73,6,6,CS,CS,CS_NGT_NISM,True
P22307,E4080,2,2,97117,0.54,6,6,CS,CS,CS_NGT_NISM,True
P22308,E4081,7,3,97126,0.78,6,6,CS,CS,CS_NGT_NISM,True
P22309,E4081,7,3,97126,3.06,6,6,CS,CS,CS_NGT_NISM,True
P22310,E4081,7,3,97126,0.97,6,6,CS,CS,CS_NGT_NISM,True
P22311,E4081,7,3,97126,0.87,6,6,CS,CS,CS_NGT_NISM,True
P22312,E4081,7,3,97126,1.48,6,6,CS,CS,CS_NGT_NISM,True
P22313,E4081,7,3,97126,2.73,6,6,CS,CS,CS_NGT_NISM,True
P22314,E4081,7,3,97126,0.83,6,6,CS,CS,CS_NGT_NISM,True
P22315,E4081,7,3,97126,1.18,6,6,CS,CS,CS_NGT_NISM,True
P22316,E4082,6,1,97104,0.86,11,11,MA,MA,MA_ROTA,True
P22317,E4082,6,1,97104,0.49,14,5,VE,VE,VE_BTGT,True
P22318,E4082,6,1,97104,0.89,11,11,MA,MA,MA_ROTA,True
P22319,E4082,6,1,97104,0.47,11,11,MA,MA,MA_ROTA,True
P22320,E4082,6,1,97104,0.48,14,14,NC,NC,,False
P22321,E4082,6,1,97104,2.83,11,11,MA,MA,MA_ROTA,True
P22322,E4082,6,1,97104,0.43,14,11,MA,MA,MA_ROTA,True
P22323,E4082,6,1,97104,0.56,14,1,AG,AG,AG,True
P22324,E4083,2,2,97125,0.01,14,14,NC,NC,,False
P22325,E4083,2,2,97125,0.86,6,6,CS,CS,CS_NGT_NISM,True
P22326,E4083,2,2,97125,0.04,19,19,VE,VE,VE_BTGT,True
P22327,E4083,2,2,97125,0.65,0,16,PN,PN,PN_PIQ,True
P22328,E4083,2,2,97125,0.25,0,11,MA,MA,MA_ROTA,True
P22329,E4083,2,2,97125,0.04,16,16,PN,PN,PN_PIQ,True
P22330,E4083,2,2,97125,0.26,11,11,MA,MA,MA_ROTA,True
P22331,E4083,2,2,97125,0.05,16,11,MA,MA,MA_ROTA,True
P22332,E4083,2,2,97125,0.16,20,20,VE,VE,VE_BTGT,True
P22333,E4083,2,2,97125,0.06,14,14,NC,NC,,False
P22334,E4083,2,2,97125,0.02,14,14,NC,NC,,False
P22335,E4083,2,2,97125,0.1,11,11,MA,MA,MA_ROTA,True
P22336,E4083,2,2,97125,0.01,10,10,JA,NC,,False
P22337,E4084,2,2,97128,0.3,17,17,PN,PN,PN_PIQ,True
P22338,E4085,3,2,97102,1.25,6,6,CS,CS,CS_NGT_NISM,True
P22339,E4086,4,1,97129,1.08,6,2,AN,AN,AN_NU,True
P22340,E4086,4,1,97129,0.62,6,18,IG,IG,IG_PLA,True
P22341,E4086,4,1,97129,0.69,6,2,AN,AN,AN_NU,True
P22342,E4087,2,2,97125,1.39,17,17,PN,PN,PN_PIQ,True
P22343,E4087,2,2,97125,0.86,17,17,PN,PN,PN_PIQ,True
P22344,E4088,3,2,97119,1.1,17,17,PN,PN,PN_PIQ,True
P22345,E4088,3,2,97119,1.4,6,6,CS,CS,CS_NGT_NISM,True
P22346,E4089,4,1,97129,1.0,19,19,VE,VE,VE_BTGT,True
P22347,E4090,4,1,97129,0.66,17,17,PN,PN,PN_PIQ,True
P22348,E4091,4,1,97129,1.12,17,17,PN,PN,PN_PIQ,True
P22349,E4092,5,1,97132,0.13,16,16,PN,PN,PN_PIQ,True
P22350,E4092,5,1,97132,0.59,16,16,PN,PN,PN_PIQ,True
P22351,E4092,5,1,97132,0.56,16,16,PN,PN,PN_PIQ,True
P22352,E4092,5,1,97132,0.93,16,16,PN,PN,PN_PIQ,True
P22353,E4092,5,1,97132,0.56,16,16,PN,PN,PN_PIQ,True
P22354,E4092,5,1,97132,0.52,16,16,PN,PN,PN_PIQ,True
P22355,E4093,7,3,97108,1.49,6,6,CS,CS,CS_NGT_NISM,True
P22356,E4093,7,3,97108,0.58,16,16,PN,PN,PN_PIQ,True
P22357,E4093,7,3,97108,1.08,6,6,CS,CS,CS_NGT_NISM,True
P22358,E4093,7,3,97108,0.21,16,16,PN,PN,PN_PIQ,True
P22359,E4094,4,1,97129,0.19,14,6,CS,CS,CS_NGT_NISM,True
P22360,E4094,4,1,97129,0.25,6,6,CS,CS,CS_NGT_NISM,True
P22361,E4094,4,1,97129,1.13,10,6,CS,CS,CS_NGT_NISM,True
P22362,E4094,4,1,97129,0.42,6,6,CS,CS,CS_NGT_NISM,True
P22363,E4094,4,1,97129,0.52,14,6,CS,CS,CS_NGT_NISM,True
P22364,E4094,4,1,97129,0.43,14,6,CS,CS,CS_NGT_NISM,True
P22365,E4094,4,1,97129,2.16,14,6,CS,CS,CS_NGT_NISM,True
P22366,E4094,4,1,97129,3.11,14,6,CS,CS,CS_NGT_NISM,True
P22367,E4094,4,1,97129,0.58,17,6,CS,CS,CS_NGT_NISM,True
P22368,E4095,2,2,97125,0.91,11,11,MA,MA,MA_ROTA,True
P22369,E4096,3,2,97119,0.64,6,10,JA,JA,JA,True
P22370,E4096,3,2,97119,0.67,6,6,CS,CS,CS_NGT_NISM,True
P22371,E4096,3,2,97119,0.73,0,6,CS,CS,CS_NGT_NISM,True
P22372,E4096,3,2,97119,0.53,6,6,CS,CS,CS_NGT_NISM,True
P22373,E4097,2,2,97117,0.7,6,6,CS,CS,CS_NGT_NISM,True
P22374,E4097,2,2,97117,0.37,16,16,PN,PN,PN_PIQ,True
P22375,E4097,2,2,97117,0.7,17,17,PN,PN,PN_PIQ,True
P22376,E4097,2,2,97117,1.25,0,17,PN,PN,PN_PIQ,True
P22377,E4097,2,2,97117,0.58,0,17,PN,PN,PN_PIQ,True
P22378,E4098,5,1,97107,0.43,9,8,MA,MA,MA_ROTA,True
P22379,E4098,5,1,97107,0.05,8,18,IG,IG,IG_PLA,True
P22380,E4098,5,1,97107,1.91,3,5,VE,VE,VE_BTGT,True
P22381,E4098,5,1,97107,0.45,3,5,VE,VE,VE_BTGT,True
P22382,E4098,5,1,97107,0.15,9,8,MA,MA,MA_ROTA,True
P22383,E4098,5,1,97107,0.48,3,5,VE,VE,VE_BTGT,True
P22384,E4098,5,1,97107,0.56,14,14,NC,NC,,False
P22385,E4099,7,3,97112,1.21,16,16,PN,PN,PN_PIQ,True
P22386,E4099,7,3,97112,0.19,17,17,PN,PN,PN_PIQ,True
P22387,E4100,2,2,97128,2.02,17,17,PN,PN,PN_PIQ,True
